Window_Start_Time,A,IP,DP,IT,MT,V,R
2025-03-15 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
